city,platform,zone_risk,weekly_hours,past_claims,weather_risk,aqi_risk,tenure_months,trust_score,risk_label
Pune,Zomato,Low,77,4,10,6,55,0.44,Medium
Delhi,Swiggy,Medium,51,1,9,4,23,0.46,Medium
Delhi,Zomato,Medium,77,3,3,9,10,0.89,Medium
Pune,Swiggy,Medium,79,4,2,5,60,0.57,Medium
Bengaluru,Swiggy,Medium,30,0,8,4,39,0.49,Low
Hyderabad,Zomato,High,79,5,9,7,51,0.67,High
Mumbai,Swiggy,Medium,43,1,4,8,13,0.88,Medium
Mumbai,Zomato,Low,78,3,10,2,55,0.71,Medium
Bengaluru,Zomato,High,61,1,5,6,9,0.67,Medium
Delhi,Zomato,High,47,3,7,7,6,0.69,Medium
Pune,Swiggy,Medium,50,4,7,5,32,1.0,Medium
Bengaluru,Swiggy,Medium,22,1,2,5,58,0.75,Low
Hyderabad,Swiggy,Medium,67,0,9,1,4,0.98,Medium
Pune,Swiggy,Medium,54,0,7,9,34,0.91,Medium
Hyderabad,Zomato,Medium,22,1,2,8,12,0.94,Low
Bengaluru,Swiggy,High,51,1,10,10,1,0.43,High
Pune,Swiggy,High,27,2,1,4,43,0.89,Low
Bengaluru,Swiggy,High,72,1,6,7,3,0.49,Medium
Hyderabad,Swiggy,Medium,36,3,10,5,14,0.96,Medium
Bengaluru,Zomato,Medium,46,6,7,7,18,0.91,Medium
Delhi,Zomato,Low,20,5,7,1,45,0.86,Low
Delhi,Swiggy,Low,27,0,3,8,5,0.51,Medium
Bengaluru,Swiggy,High,36,5,7,5,35,0.57,Medium
Hyderabad,Zomato,Low,27,3,4,2,36,0.91,Low
Delhi,Swiggy,Medium,22,3,8,2,8,0.54,Medium
Pune,Swiggy,Low,64,6,2,4,28,0.77,Low
Pune,Swiggy,Medium,69,0,9,4,50,0.53,Medium
Bengaluru,Swiggy,Medium,80,1,6,5,59,0.51,Medium
Pune,Swiggy,High,23,3,7,3,19,0.7,Low
Delhi,Swiggy,Medium,41,5,8,1,56,0.66,Medium
Delhi,Zomato,Medium,29,4,6,1,8,0.81,Medium
Pune,Swiggy,Medium,30,5,6,6,3,0.49,Medium
Mumbai,Swiggy,Low,20,4,1,7,50,0.74,Low
Delhi,Swiggy,Medium,24,0,8,10,42,0.63,Medium
Hyderabad,Zomato,Medium,67,1,8,10,17,0.61,Medium
Pune,Zomato,High,29,3,9,6,15,0.49,Medium
Delhi,Zomato,High,76,1,6,1,28,0.88,Medium
Delhi,Swiggy,Medium,65,4,4,7,9,0.9,Medium
Bengaluru,Swiggy,High,46,3,8,8,29,0.97,Medium
Pune,Zomato,Medium,62,3,3,9,14,0.55,Medium
Delhi,Swiggy,High,66,5,10,6,58,0.68,High
Pune,Zomato,Medium,33,3,3,8,7,0.73,Low
Pune,Zomato,High,69,6,10,7,4,0.52,High
Bengaluru,Swiggy,Medium,79,4,7,3,29,0.41,Medium
Delhi,Zomato,Medium,31,2,10,3,42,0.64,Medium
Delhi,Swiggy,Medium,49,1,3,8,21,0.77,Medium
Hyderabad,Swiggy,Medium,70,0,2,1,1,0.95,Low
Mumbai,Zomato,High,40,2,4,3,14,0.58,Medium
Mumbai,Zomato,Medium,40,4,8,8,22,0.82,High
Bengaluru,Zomato,Low,55,1,3,3,27,0.47,Low
Hyderabad,Zomato,Low,55,5,8,5,45,0.91,Medium
Delhi,Swiggy,Medium,29,3,2,1,9,0.93,Low
Pune,Zomato,Medium,69,0,10,6,60,0.66,Medium
Hyderabad,Swiggy,Medium,21,3,10,6,57,0.6,Medium
Mumbai,Zomato,Low,28,4,5,7,59,0.49,Medium
Delhi,Zomato,Low,70,6,2,6,39,0.99,Medium
Pune,Swiggy,Medium,57,3,3,6,55,0.55,Medium
Hyderabad,Zomato,High,77,0,8,6,58,0.5,Medium
Delhi,Zomato,Low,47,2,1,5,48,1.0,Low
Pune,Swiggy,Medium,22,1,10,1,48,0.74,Low
Bengaluru,Zomato,Low,50,3,7,1,45,0.8,Low
Pune,Zomato,Medium,52,6,7,7,46,0.61,Medium
Bengaluru,Zomato,Medium,51,2,5,2,59,0.67,Low
Mumbai,Zomato,High,77,0,1,3,52,0.86,Medium
Delhi,Swiggy,Low,24,1,10,4,50,0.45,Low
Mumbai,Swiggy,High,67,6,6,10,5,0.49,High
Pune,Zomato,High,26,4,2,1,46,0.48,Medium
Mumbai,Swiggy,Low,80,0,1,7,51,0.81,Low
Delhi,Swiggy,High,44,2,9,4,31,0.89,Medium
Pune,Swiggy,Medium,66,5,10,1,29,0.51,Medium
Mumbai,Swiggy,Low,32,2,3,9,37,0.98,Low
Mumbai,Swiggy,Low,74,2,4,3,26,0.78,Low
Hyderabad,Zomato,Medium,52,5,5,4,28,0.55,Medium
Bengaluru,Swiggy,Medium,61,5,5,5,49,0.5,Medium
Mumbai,Swiggy,Medium,77,5,1,10,49,0.89,Medium
Mumbai,Zomato,Low,67,5,2,6,38,0.86,Medium
Bengaluru,Swiggy,Medium,66,6,6,8,23,0.85,Medium
Pune,Zomato,Medium,68,3,6,9,48,0.51,Medium
Hyderabad,Swiggy,Low,42,3,8,8,21,0.95,Medium
Pune,Zomato,High,49,3,3,3,48,0.85,Low
Pune,Swiggy,High,70,2,7,3,26,0.62,Medium
Pune,Swiggy,Low,80,1,4,2,2,0.63,Low
Delhi,Zomato,Medium,21,3,7,3,20,0.9,Low
Hyderabad,Zomato,Low,51,4,8,7,28,0.97,Medium
Delhi,Zomato,High,23,2,2,2,21,0.82,Low
Hyderabad,Zomato,Low,53,3,4,7,32,0.41,Low
Bengaluru,Swiggy,Medium,39,5,10,7,40,0.47,Medium
Delhi,Zomato,Medium,43,6,3,6,37,0.98,Medium
Mumbai,Swiggy,Medium,46,1,4,6,45,0.54,Medium
Bengaluru,Zomato,High,55,2,10,6,45,0.52,High
Delhi,Zomato,High,56,1,10,10,16,0.89,High
Delhi,Zomato,Medium,76,0,6,9,57,0.46,Medium
Delhi,Zomato,Low,51,3,10,5,5,0.67,Medium
Delhi,Zomato,High,43,6,1,8,16,0.53,High
Mumbai,Zomato,Medium,59,3,9,3,51,0.56,Medium
Bengaluru,Zomato,High,58,4,4,4,60,0.76,Medium
Mumbai,Zomato,High,67,1,9,9,19,0.55,High
Pune,Zomato,High,74,0,5,5,14,0.49,Medium
Mumbai,Swiggy,Medium,68,3,2,6,30,0.87,Medium
Delhi,Zomato,Medium,55,1,10,8,49,0.59,High
Bengaluru,Zomato,Low,65,4,8,5,11,0.75,Medium
Bengaluru,Swiggy,Low,75,2,9,8,24,0.49,Medium
Pune,Swiggy,Medium,61,2,7,3,21,0.77,Medium
Mumbai,Zomato,Medium,68,4,1,9,4,0.83,High
Delhi,Zomato,Low,24,1,3,2,34,0.5,Low
Delhi,Swiggy,High,42,2,2,7,22,0.85,Medium
Pune,Zomato,Medium,53,3,7,3,36,0.89,Low
Delhi,Zomato,Low,68,6,5,4,16,0.43,Medium
Hyderabad,Swiggy,Low,73,5,4,8,3,0.43,Medium
Delhi,Swiggy,High,28,4,6,6,25,0.85,Medium
Pune,Swiggy,Medium,38,3,1,7,36,0.44,Medium
Delhi,Swiggy,Low,57,3,1,6,45,0.45,Medium
Bengaluru,Swiggy,Medium,29,4,1,10,19,0.56,Medium
Bengaluru,Zomato,Low,32,6,10,5,22,0.52,Medium
Bengaluru,Zomato,Low,38,3,1,8,39,0.98,Low
Hyderabad,Zomato,Low,27,0,7,2,48,0.96,Low
Delhi,Swiggy,High,67,5,5,4,57,0.76,Medium
Bengaluru,Zomato,Medium,61,5,4,10,57,0.93,Medium
Bengaluru,Swiggy,Medium,39,0,4,3,56,0.6,Low
Pune,Zomato,High,49,3,10,3,59,0.7,Medium
Hyderabad,Zomato,High,62,6,4,2,40,0.46,Medium
Mumbai,Swiggy,Medium,74,0,5,1,20,0.67,Medium
Hyderabad,Swiggy,Low,43,1,4,7,48,0.93,Low
Mumbai,Zomato,Medium,21,2,1,2,20,0.49,Low
Pune,Swiggy,Low,60,5,1,8,12,0.41,Medium
Mumbai,Swiggy,Medium,76,4,9,5,18,0.41,High
Hyderabad,Zomato,Low,64,1,4,2,26,0.81,Low
Mumbai,Swiggy,Medium,73,3,7,3,1,0.75,Medium
Mumbai,Swiggy,High,76,2,5,8,13,0.88,High
Mumbai,Zomato,High,32,1,8,1,42,0.43,Medium
Hyderabad,Zomato,Medium,64,3,4,1,19,0.62,Low
Hyderabad,Zomato,Medium,50,4,3,6,43,0.94,Medium
Hyderabad,Swiggy,Medium,60,2,7,3,38,0.64,Medium
Pune,Zomato,High,29,6,8,9,27,0.62,Medium
Pune,Swiggy,Medium,76,1,6,6,42,0.68,Medium
Hyderabad,Swiggy,High,41,4,3,10,22,0.72,Medium
Delhi,Swiggy,High,70,1,7,2,53,0.65,Medium
Mumbai,Swiggy,Medium,56,0,5,9,43,0.97,Medium
Delhi,Zomato,Medium,40,5,6,9,60,0.64,Medium
Pune,Swiggy,Medium,67,3,2,4,41,0.79,Low
Delhi,Swiggy,High,77,6,9,2,32,0.49,High
Mumbai,Zomato,Low,45,2,4,9,41,0.46,Medium
Delhi,Swiggy,Low,38,0,4,3,53,0.87,Low
Mumbai,Swiggy,Low,80,0,7,6,43,0.64,Medium
Hyderabad,Zomato,Medium,43,1,5,7,40,0.75,Low
Pune,Swiggy,Medium,22,3,6,6,2,0.55,Medium
Pune,Zomato,High,69,0,7,10,40,0.93,Medium
Pune,Swiggy,Medium,51,6,2,8,17,0.73,Medium
Mumbai,Swiggy,High,65,5,2,8,25,0.85,High
Delhi,Zomato,Low,39,4,8,4,40,0.65,Medium
Mumbai,Swiggy,Medium,63,6,1,9,29,0.44,High
Delhi,Zomato,Low,56,3,9,1,17,0.75,Medium
Hyderabad,Zomato,Low,48,2,3,1,19,0.76,Low
Pune,Swiggy,Medium,73,0,4,8,32,0.55,Medium
Pune,Swiggy,High,22,2,3,4,22,0.92,Low
Hyderabad,Zomato,Low,48,6,2,2,11,0.48,Low
Hyderabad,Swiggy,Medium,43,6,7,1,46,0.72,Medium
Bengaluru,Swiggy,Medium,22,2,7,9,45,0.65,Medium
Mumbai,Swiggy,Low,80,5,6,8,26,0.7,Medium
Delhi,Swiggy,Low,30,0,10,3,43,0.52,Low
Hyderabad,Zomato,Medium,50,0,3,10,27,0.47,Medium
Mumbai,Swiggy,Low,39,1,7,1,24,0.44,Low
Mumbai,Swiggy,Medium,37,4,9,1,20,0.93,Medium
Delhi,Zomato,High,75,3,4,4,43,0.68,Medium
Pune,Swiggy,Low,44,4,9,2,10,0.8,Medium
Hyderabad,Swiggy,High,24,3,9,2,37,0.5,Medium
Pune,Zomato,High,72,2,7,1,49,0.66,Medium
Bengaluru,Zomato,Low,62,5,6,7,29,0.76,Medium
Delhi,Swiggy,Medium,80,6,9,7,42,0.92,High
Delhi,Swiggy,Medium,38,3,2,7,39,0.42,Medium
Mumbai,Swiggy,High,69,1,1,6,18,0.64,Medium
Pune,Zomato,Medium,54,4,6,5,55,0.97,Medium
Hyderabad,Zomato,Medium,75,6,10,9,60,0.81,High
Hyderabad,Swiggy,Medium,25,5,8,6,35,0.71,Medium
Mumbai,Zomato,Medium,79,2,5,10,33,0.54,High
Bengaluru,Swiggy,Medium,42,2,4,6,34,0.81,Low
Bengaluru,Zomato,Medium,62,5,4,10,57,0.87,Medium
Bengaluru,Swiggy,Medium,43,5,9,9,21,0.52,High
Pune,Swiggy,Low,66,2,4,4,39,0.87,Low
Bengaluru,Swiggy,High,71,3,6,4,26,0.69,Medium
Bengaluru,Zomato,Medium,29,2,10,2,17,0.47,Medium
Pune,Zomato,Low,32,6,5,8,30,0.96,Medium
Hyderabad,Zomato,Medium,46,1,5,1,28,0.78,Low
Pune,Swiggy,Medium,44,2,2,3,12,0.47,Low
Mumbai,Swiggy,High,37,0,9,9,18,0.48,High
Mumbai,Zomato,Low,77,5,10,1,1,0.47,High
Hyderabad,Zomato,Low,35,1,4,10,39,0.74,Low
Bengaluru,Zomato,High,29,0,9,10,21,0.86,Medium
Delhi,Zomato,Low,59,0,3,2,37,0.84,Low
Bengaluru,Zomato,Low,35,6,7,4,16,0.68,Low
Delhi,Swiggy,High,37,0,1,4,43,0.59,Medium
Hyderabad,Zomato,Medium,34,0,2,7,46,0.67,Low
Delhi,Zomato,High,68,3,1,9,49,0.56,High
Pune,Zomato,High,53,2,6,1,32,0.7,Medium
Pune,Zomato,Medium,43,1,2,10,54,0.82,Low
Pune,Swiggy,High,33,1,6,6,26,0.56,Medium
Bengaluru,Swiggy,Medium,76,3,1,10,16,0.79,Medium
Mumbai,Zomato,High,21,3,10,6,24,0.63,Medium
Pune,Zomato,High,78,3,2,7,17,0.61,Medium
Bengaluru,Zomato,High,36,3,3,3,15,0.91,Low
Hyderabad,Swiggy,High,44,2,1,4,6,0.82,Medium
Delhi,Swiggy,Medium,55,0,5,2,34,0.96,Medium
Pune,Swiggy,Low,74,3,5,3,15,0.65,Low
Delhi,Swiggy,Low,25,4,1,10,42,0.87,Medium
Delhi,Zomato,Medium,80,3,3,4,2,0.88,Medium
Delhi,Swiggy,Low,26,2,3,9,8,0.87,Low
Hyderabad,Zomato,High,29,4,3,4,51,0.41,Medium
Delhi,Zomato,Medium,21,4,9,1,26,0.48,Medium
Mumbai,Zomato,Low,28,1,10,6,37,0.87,Low
Pune,Swiggy,Medium,65,0,4,3,41,0.76,Low
Mumbai,Swiggy,High,28,0,5,8,34,0.88,Medium
Pune,Zomato,High,49,5,9,6,51,0.76,Medium
Pune,Zomato,Medium,46,1,9,8,9,0.88,Medium
Delhi,Swiggy,Medium,43,6,5,2,39,0.94,Medium
Pune,Zomato,Low,21,2,8,4,49,0.41,Low
Pune,Swiggy,Medium,57,6,3,5,26,0.55,Medium
Mumbai,Swiggy,High,36,3,7,8,46,0.68,Medium
Delhi,Zomato,Low,23,1,3,2,19,0.62,Low
Bengaluru,Zomato,High,76,5,7,2,39,0.58,Medium
Hyderabad,Zomato,Low,75,6,8,2,23,0.6,Medium
Bengaluru,Swiggy,Low,26,1,9,5,4,0.41,Medium
Delhi,Zomato,Low,45,2,10,8,23,0.77,Medium
Bengaluru,Zomato,Low,53,4,2,8,49,0.69,Medium
Hyderabad,Swiggy,Medium,55,5,10,9,5,1.0,High
Delhi,Zomato,Medium,65,3,5,3,10,0.86,Medium
Delhi,Swiggy,Medium,37,3,4,1,3,0.58,Medium
Delhi,Swiggy,Medium,32,3,3,7,36,0.74,Low
Delhi,Swiggy,High,30,6,1,5,47,0.69,Medium
Mumbai,Swiggy,Medium,30,5,8,2,6,0.8,Medium
Bengaluru,Zomato,High,36,4,9,9,57,0.94,High
Bengaluru,Zomato,Medium,62,5,10,9,44,0.57,High
Hyderabad,Swiggy,Low,21,3,8,5,22,0.96,Low
Bengaluru,Zomato,High,45,0,10,5,52,0.92,Medium
Mumbai,Swiggy,Medium,74,6,4,4,30,0.94,Medium
Mumbai,Zomato,Medium,45,3,10,6,20,0.45,Medium
Delhi,Zomato,High,62,0,6,1,28,0.64,Medium
Pune,Swiggy,Medium,21,2,6,2,20,0.54,Low
Pune,Zomato,Medium,45,3,4,5,16,0.77,Low
Delhi,Zomato,Low,40,4,7,2,7,0.45,Medium
Mumbai,Swiggy,Medium,51,0,3,1,1,0.68,Low
Mumbai,Swiggy,Low,73,2,6,10,6,0.42,High
Bengaluru,Zomato,Low,57,0,1,10,1,0.89,Medium
Delhi,Swiggy,High,72,3,2,5,38,0.57,Medium
Hyderabad,Swiggy,High,38,1,2,8,39,0.91,Medium
Delhi,Swiggy,Medium,34,5,5,1,26,0.91,Medium
Delhi,Zomato,High,42,4,5,5,42,0.82,Medium
Pune,Zomato,High,35,6,5,6,14,0.54,Medium
Delhi,Swiggy,Low,23,4,2,3,7,1.0,Low
Delhi,Swiggy,High,38,6,6,6,38,0.54,High
Pune,Zomato,Medium,79,5,9,10,20,0.96,High
Delhi,Zomato,Medium,43,1,7,4,23,0.44,Medium
Mumbai,Zomato,Medium,72,3,8,7,51,0.83,Medium
Bengaluru,Zomato,Low,40,5,7,6,59,0.85,Medium
Delhi,Swiggy,High,30,2,7,2,32,0.93,Medium
Bengaluru,Swiggy,Low,28,1,9,10,32,0.97,Low
Delhi,Swiggy,Medium,69,0,6,6,52,0.77,Medium
Bengaluru,Swiggy,Low,69,6,9,4,14,0.49,Medium
Hyderabad,Zomato,Medium,76,4,10,10,60,0.77,High
Pune,Swiggy,Medium,66,4,9,5,35,1.0,Medium
Pune,Swiggy,Low,21,3,10,2,31,0.9,Low
Pune,Zomato,High,58,4,4,6,54,0.75,Medium
Pune,Zomato,Medium,61,6,1,4,43,0.94,Medium
Bengaluru,Zomato,Low,53,1,1,4,53,0.67,Low
Pune,Swiggy,Medium,24,6,5,9,53,0.94,Medium
Pune,Swiggy,Medium,80,5,5,10,43,0.43,High
Hyderabad,Swiggy,Medium,55,2,2,4,60,0.99,Low
Hyderabad,Zomato,Low,61,1,1,7,6,0.6,Low
Delhi,Zomato,Low,28,5,5,3,43,0.58,Medium
Bengaluru,Zomato,Low,47,1,3,6,7,0.86,Low
Bengaluru,Zomato,High,64,4,2,2,10,0.92,Medium
Mumbai,Swiggy,Low,69,6,5,3,8,0.86,Medium
Bengaluru,Swiggy,Medium,73,6,9,8,33,0.47,High
Hyderabad,Zomato,High,42,6,2,6,12,0.63,Medium
Delhi,Zomato,High,78,4,2,2,11,0.49,Medium
Delhi,Swiggy,Medium,79,6,6,1,22,0.91,Medium
Pune,Swiggy,High,69,6,7,4,11,0.51,Medium
Pune,Swiggy,High,67,1,8,9,50,0.67,Medium
Bengaluru,Zomato,Low,22,0,8,4,1,0.74,Low
Mumbai,Zomato,Medium,46,5,1,6,56,0.68,Medium
Delhi,Swiggy,Medium,55,6,2,10,9,0.68,Medium
Hyderabad,Zomato,Low,71,0,6,4,20,0.72,Low
Pune,Zomato,Low,26,0,5,3,45,0.55,Low
Pune,Swiggy,Low,74,3,2,9,24,0.45,Medium
Bengaluru,Zomato,Medium,21,2,6,3,46,0.46,Low
Delhi,Swiggy,Medium,26,2,6,6,57,0.47,Medium
Hyderabad,Swiggy,Medium,25,1,1,5,20,0.9,Low
Hyderabad,Swiggy,High,55,4,9,5,59,0.73,High
Bengaluru,Swiggy,High,68,0,5,7,6,0.79,Medium
Bengaluru,Swiggy,Low,26,4,1,2,58,0.69,Low
Pune,Zomato,Medium,26,2,3,10,36,0.94,Low
Delhi,Swiggy,Medium,31,5,10,2,41,0.89,Medium
Pune,Swiggy,High,28,1,9,4,27,0.4,Medium
Hyderabad,Zomato,Medium,66,6,4,8,36,0.54,Medium
Pune,Swiggy,Medium,44,1,9,5,23,0.48,Medium
Hyderabad,Zomato,High,38,2,4,10,55,0.93,Medium
Pune,Zomato,Medium,51,0,2,7,38,0.51,Low
Bengaluru,Swiggy,Medium,72,5,10,2,43,0.55,Medium
Mumbai,Swiggy,High,67,0,2,7,9,0.98,Medium
Bengaluru,Swiggy,Medium,61,1,2,1,27,0.46,Low
Delhi,Zomato,Low,66,5,2,6,21,0.99,Medium
Pune,Zomato,Medium,32,6,3,4,25,0.61,Low
Delhi,Zomato,Medium,37,3,1,5,1,0.66,Medium
Delhi,Swiggy,High,73,0,8,9,19,0.52,High
Mumbai,Zomato,Low,37,1,7,1,31,0.87,Low
Hyderabad,Swiggy,Medium,42,2,4,8,13,0.81,Medium
Bengaluru,Zomato,High,37,1,8,4,29,0.94,Medium
Mumbai,Swiggy,Medium,44,1,9,9,42,0.96,Medium
Mumbai,Zomato,High,53,2,2,5,56,0.79,Medium
Bengaluru,Zomato,Low,56,0,4,5,17,0.89,Low
Hyderabad,Swiggy,Medium,53,0,3,1,21,0.86,Low
Hyderabad,Zomato,Medium,20,3,4,3,7,0.84,Low
Pune,Zomato,Medium,37,4,4,7,43,0.91,Medium
Hyderabad,Zomato,Low,50,4,4,4,21,0.43,Low
Bengaluru,Zomato,Medium,35,4,6,8,15,0.66,Medium
Hyderabad,Swiggy,Medium,26,4,3,4,27,0.92,Low
Delhi,Zomato,Medium,67,0,2,9,29,0.83,Medium
Delhi,Swiggy,Low,26,0,5,1,59,0.75,Low
Mumbai,Zomato,Medium,76,3,4,2,22,0.95,Medium
Hyderabad,Swiggy,Low,36,6,10,9,48,0.78,Medium
Delhi,Swiggy,Medium,37,4,3,1,60,0.91,Medium
Delhi,Zomato,High,26,0,9,10,15,0.95,Medium
Bengaluru,Swiggy,Medium,42,2,8,9,45,0.5,Medium
Mumbai,Swiggy,Medium,32,1,3,4,48,0.43,Low
Delhi,Swiggy,High,32,1,5,8,4,0.8,Medium
Delhi,Swiggy,Low,66,5,4,6,41,0.85,Medium
Bengaluru,Zomato,Low,24,6,3,8,25,0.4,Medium
Bengaluru,Swiggy,Medium,63,6,7,2,6,0.86,Medium
Delhi,Swiggy,Low,26,3,4,3,18,0.83,Low
Hyderabad,Zomato,High,30,6,10,9,43,0.74,Medium
Pune,Zomato,Low,73,6,8,5,21,0.56,Medium
Delhi,Swiggy,Low,38,3,9,8,60,0.45,Medium
Hyderabad,Swiggy,High,28,0,4,9,55,0.47,Medium
Pune,Zomato,High,57,5,3,1,34,0.51,Medium
Delhi,Swiggy,Low,23,4,10,9,57,0.44,Medium
Hyderabad,Swiggy,Medium,54,0,5,5,22,0.73,Low
Delhi,Swiggy,Medium,74,6,4,3,52,0.87,Medium
Mumbai,Swiggy,Medium,24,3,9,2,48,0.86,Medium
Pune,Swiggy,Medium,74,2,1,1,49,0.41,Medium
Mumbai,Swiggy,High,66,0,2,6,11,0.85,Medium
Hyderabad,Swiggy,Low,32,3,2,8,51,0.94,Low
Bengaluru,Swiggy,High,67,4,1,3,23,0.59,Medium
Mumbai,Zomato,High,36,1,2,9,53,0.49,Medium
Hyderabad,Zomato,Low,53,6,2,3,12,0.89,Low
Bengaluru,Swiggy,Medium,50,0,9,7,30,0.42,Medium
Hyderabad,Swiggy,Low,36,1,7,6,41,0.6,Low
Bengaluru,Zomato,Medium,45,3,10,2,16,0.65,Medium
Bengaluru,Swiggy,High,43,5,1,6,20,0.89,Medium
Hyderabad,Zomato,High,55,5,1,8,4,0.64,High
Delhi,Zomato,Medium,59,4,8,10,23,0.87,High
Mumbai,Swiggy,Low,23,2,1,2,56,0.64,Low
Hyderabad,Swiggy,High,78,4,1,5,41,0.84,Medium
Delhi,Zomato,Medium,79,1,9,4,25,0.83,Medium
Delhi,Swiggy,Medium,35,1,2,3,45,0.64,Low
Bengaluru,Swiggy,Medium,61,5,5,7,20,0.5,Medium
Delhi,Zomato,High,28,2,9,7,14,0.46,Medium
Bengaluru,Swiggy,Medium,22,6,7,5,41,0.63,Medium
Bengaluru,Zomato,High,75,6,1,3,26,0.87,Medium
Bengaluru,Zomato,Medium,31,2,4,1,43,0.45,Low
Pune,Zomato,Medium,37,6,5,9,37,0.98,Medium
Hyderabad,Swiggy,High,66,0,6,4,36,0.82,Medium
Hyderabad,Swiggy,High,37,2,3,8,40,0.9,Medium
Mumbai,Zomato,Low,63,5,1,5,16,0.52,Medium
Delhi,Swiggy,High,72,2,4,9,17,0.75,Medium
Mumbai,Zomato,High,71,1,2,2,7,0.83,Medium
Pune,Zomato,High,70,0,9,1,39,0.99,Medium
Delhi,Swiggy,Medium,32,3,4,3,26,0.79,Low
Delhi,Swiggy,High,74,0,2,2,59,0.85,Medium
Hyderabad,Zomato,High,40,3,2,8,33,0.92,Medium
Hyderabad,Swiggy,Low,31,1,1,1,38,0.46,Low
Pune,Swiggy,Medium,73,4,9,1,16,0.81,Medium
Bengaluru,Zomato,Medium,51,2,5,10,8,0.98,Medium
Pune,Swiggy,High,63,1,7,6,40,0.88,Medium
Delhi,Swiggy,Low,58,0,2,9,41,0.86,Medium
Bengaluru,Swiggy,Medium,34,1,7,9,31,0.61,Low
Mumbai,Swiggy,High,46,1,3,3,14,0.76,Low
Hyderabad,Swiggy,Low,48,2,6,6,27,0.45,Medium
Bengaluru,Swiggy,Medium,74,5,5,3,34,0.72,Medium
Mumbai,Zomato,Medium,69,6,6,4,32,0.96,Medium
Pune,Zomato,High,67,0,9,2,8,0.85,Medium
Pune,Swiggy,High,80,1,1,9,57,0.52,Medium
Pune,Zomato,High,25,6,1,7,10,0.81,Medium
Mumbai,Zomato,High,33,0,3,4,17,0.94,Low
Bengaluru,Swiggy,High,52,4,3,7,37,0.47,Medium
Pune,Zomato,High,61,1,10,4,34,0.9,Medium
Bengaluru,Swiggy,Low,39,4,1,9,29,0.87,Medium
Bengaluru,Zomato,Low,75,5,9,9,9,0.64,Medium
Delhi,Swiggy,Medium,59,5,2,1,7,0.8,Medium
Pune,Swiggy,Medium,23,4,6,10,38,0.82,Medium
Bengaluru,Zomato,Medium,79,0,8,5,38,0.88,Medium
Pune,Zomato,High,56,6,7,5,54,0.73,Medium
Hyderabad,Zomato,Low,53,2,3,9,51,0.62,Low
Pune,Swiggy,Low,56,0,5,1,50,0.7,Low
Bengaluru,Swiggy,High,76,1,2,3,54,0.87,Low
Delhi,Zomato,High,69,3,7,10,36,0.98,High
Mumbai,Zomato,Medium,21,4,8,3,26,0.78,Medium
Pune,Zomato,High,21,5,8,3,48,0.53,Medium
Hyderabad,Swiggy,Medium,34,2,10,6,42,0.55,Medium
Hyderabad,Swiggy,Medium,55,6,1,5,53,0.4,Medium
Bengaluru,Zomato,High,27,1,10,10,28,0.6,Medium
Hyderabad,Swiggy,Medium,68,2,9,3,28,0.8,Medium
Mumbai,Zomato,Medium,42,3,2,4,1,0.74,Medium
Pune,Swiggy,Medium,63,1,4,9,21,0.74,Medium
Mumbai,Zomato,High,69,2,7,9,10,0.54,High
Bengaluru,Zomato,Medium,22,6,1,3,31,0.85,Low
Mumbai,Swiggy,Medium,52,3,10,7,59,0.93,Medium
Mumbai,Swiggy,Low,68,3,9,4,5,0.45,Medium
Delhi,Zomato,High,72,6,1,1,5,0.63,Medium
Mumbai,Zomato,Low,60,4,2,6,4,0.67,Medium
Delhi,Swiggy,High,80,3,7,3,4,0.84,Medium
Delhi,Zomato,Low,77,3,8,8,39,0.57,High
Delhi,Swiggy,High,48,1,7,7,43,0.48,Medium
Delhi,Zomato,Low,71,0,8,8,60,0.63,Medium
Mumbai,Swiggy,Medium,79,4,2,5,2,0.64,Medium
Hyderabad,Zomato,Low,32,1,4,8,15,0.45,Low
Delhi,Zomato,Medium,79,1,4,6,59,0.98,Medium
Mumbai,Zomato,Medium,25,3,1,4,55,1.0,Low
Delhi,Swiggy,Low,30,0,7,2,15,0.85,Low
Delhi,Zomato,Low,51,4,10,6,25,0.47,Medium
Delhi,Zomato,Low,62,4,5,5,17,0.76,Medium
Delhi,Zomato,Low,75,3,5,9,3,0.98,Medium
Mumbai,Zomato,Low,23,1,8,4,44,0.55,Low
Mumbai,Zomato,Medium,26,1,8,8,43,0.71,Medium
Delhi,Swiggy,Low,30,5,2,8,58,0.89,Medium
Hyderabad,Swiggy,Low,32,2,9,7,11,0.74,Low
Bengaluru,Zomato,High,63,4,8,4,49,0.66,Medium
Delhi,Swiggy,High,74,4,3,9,44,1.0,High
Pune,Swiggy,Medium,56,6,8,1,32,0.87,Medium
Hyderabad,Zomato,Medium,79,0,8,8,45,0.44,Medium
Pune,Swiggy,High,53,6,3,1,24,0.86,Medium
Pune,Swiggy,Low,73,1,3,4,41,0.61,Low
Delhi,Swiggy,High,63,6,6,1,50,0.6,Medium
Pune,Swiggy,Medium,45,4,3,2,34,0.79,Low
Delhi,Swiggy,High,28,2,10,7,30,0.85,Medium
Mumbai,Zomato,Low,59,4,9,5,51,0.73,Medium
Mumbai,Swiggy,Low,78,0,6,1,39,0.82,Low
Delhi,Zomato,High,58,5,5,9,19,0.79,High
Bengaluru,Zomato,High,59,4,9,2,42,0.45,High
