claim_count_7d,avg_claim_amount,location_jump_km,cluster_claim_count,device_motion_score,vpn_flag,claim_trigger_frequency,trust_score
4,1474,1.55,5,0.37,0,7,0.43
0,627,14.53,1,0.49,1,5,0.94
6,1139,1.67,7,0.85,1,1,0.81
3,766,22.07,7,0.79,1,8,0.5
6,1228,21.35,10,0.34,1,6,0.9
3,1476,2.92,10,0.75,1,1,0.79
4,1172,17.78,8,0.78,0,0,0.57
6,782,23.33,6,0.52,1,8,0.95
1,179,2.44,1,0.89,0,1,0.71
0,875,16.95,1,0.24,1,0,0.64
2,1079,13.46,8,0.38,0,2,0.67
0,213,9.58,8,0.26,0,4,0.7
13,3553,62.0,29,0.03,0,7,0.37
2,1084,15.44,3,0.75,0,3,0.93
6,1489,8.08,2,0.91,0,5,0.46
6,1453,17.4,1,0.35,0,7,0.69
5,1499,24.09,6,0.78,0,8,0.66
7,2364,82.29,23,0.12,1,6,0.34
3,650,7.2,2,0.64,0,7,0.68
6,1084,16.55,6,0.55,0,2,0.56
1,1066,17.26,8,0.55,0,2,0.76
0,147,23.3,1,0.87,0,6,0.84
3,751,13.78,6,0.68,0,1,0.42
1,410,20.61,2,0.28,1,6,0.86
6,170,21.8,3,0.22,0,1,0.96
2,703,4.96,4,0.23,0,6,0.56
6,2692,63.6,14,0.25,0,11,0.41
2,1043,0.6,6,0.97,0,8,0.48
3,970,12.57,7,0.8,1,6,0.59
0,233,21.29,5,0.64,0,0,0.44
7,1994,83.96,22,0.1,0,10,0.14
0,160,15.29,4,0.41,0,0,0.64
0,657,7.7,5,0.87,0,3,0.92
6,181,12.2,4,0.52,1,7,0.81
1,1142,2.15,10,0.95,1,6,0.96
0,561,7.96,2,0.3,0,5,0.99
2,1353,22.3,2,0.44,1,1,0.64
1,102,4.8,9,0.26,0,0,0.48
0,1106,19.25,6,0.86,1,0,0.96
6,651,11.52,5,0.44,1,7,0.67
0,864,9.53,3,0.77,1,5,0.86
4,715,3.75,1,0.52,1,2,0.53
2,1191,9.0,4,0.88,1,0,0.41
2,887,6.17,2,0.33,0,4,0.9
5,523,18.31,9,0.47,0,0,0.43
11,3528,52.73,28,0.05,0,6,0.13
0,418,9.75,6,0.89,0,3,0.52
6,451,22.74,3,0.25,1,0,0.41
3,159,14.77,9,0.33,0,6,0.53
4,179,6.0,1,0.71,1,1,0.97
6,949,22.14,2,0.71,1,0,0.53
2,540,5.41,10,0.86,0,7,0.91
5,1361,15.18,3,0.2,1,0,0.42
5,135,23.4,10,0.73,1,3,0.46
0,1123,24.73,5,0.8,0,5,0.46
5,741,18.08,9,0.81,0,4,0.59
6,1001,22.65,8,0.34,1,2,0.73
3,1279,16.11,5,0.47,1,8,0.78
2,1002,9.44,6,0.94,1,6,0.44
4,979,19.08,9,0.87,0,0,0.71
4,522,1.44,7,0.84,1,0,0.47
0,1338,1.55,2,0.34,1,2,0.66
6,1139,24.09,5,0.97,0,6,0.84
2,1194,20.77,9,0.46,0,1,0.43
1,358,12.25,8,0.35,0,4,0.62
12,1678,35.87,30,0.12,0,10,0.49
0,1278,3.61,4,0.44,0,2,0.44
3,1214,23.83,8,0.21,1,6,0.62
3,903,2.94,4,0.55,1,7,0.77
9,3687,28.16,30,0.03,1,12,0.36
0,199,9.37,4,0.41,0,4,0.84
2,1046,11.18,7,0.34,1,3,0.65
3,1349,19.36,7,0.69,0,7,0.51
0,980,15.23,1,0.54,0,1,0.87
0,302,18.22,4,0.23,1,1,0.85
5,782,5.04,7,0.6,1,4,0.72
6,1080,3.12,9,0.5,0,8,0.73
3,641,5.19,3,0.35,1,0,0.58
1,1062,11.0,3,0.62,0,5,0.67
5,1633,87.54,23,0.1,1,11,0.19
5,229,6.2,10,0.58,0,5,0.55
3,1244,6.56,5,0.46,0,3,0.98
0,799,16.66,2,0.48,0,0,0.76
3,366,15.93,4,0.46,0,5,0.78
10,3993,70.56,20,0.13,1,10,0.49
5,1238,9.26,1,0.86,0,3,0.9
3,1258,9.27,2,1.0,0,3,0.75
6,325,2.75,4,0.97,1,1,0.98
4,312,12.72,2,0.54,1,2,0.76
10,2729,44.81,21,0.19,0,12,0.13
0,750,19.61,5,0.46,1,8,0.97
6,175,6.51,5,0.56,0,3,0.84
10,2264,96.24,25,0.21,1,12,0.54
4,243,16.87,4,0.67,1,8,0.46
4,202,9.13,7,0.84,1,2,0.99
3,126,9.63,9,0.67,0,4,0.86
4,578,1.42,1,0.26,1,4,0.9
4,817,24.71,4,0.95,1,4,0.77
5,609,3.21,7,0.4,1,4,0.94
5,284,24.49,9,0.44,0,4,0.83
2,1314,16.48,7,0.83,1,4,0.5
3,1015,16.67,7,0.72,1,4,0.43
6,485,16.47,7,0.74,0,6,0.73
2,591,22.71,3,0.35,1,6,0.52
1,671,2.48,2,0.68,0,6,0.79
14,2771,96.07,12,0.18,0,10,0.54
3,492,9.84,6,0.3,0,3,0.67
2,1066,10.96,8,0.78,0,8,0.89
0,124,5.1,4,0.59,1,5,0.66
5,205,6.8,8,0.62,1,5,0.64
1,678,2.94,1,0.76,1,2,0.79
6,949,13.28,5,0.63,0,5,0.87
13,2307,65.1,23,0.17,0,9,0.39
5,760,0.75,4,0.38,0,7,0.65
15,2980,44.01,14,0.11,0,5,0.34
9,2924,97.39,24,0.11,1,11,0.5
0,1364,16.26,9,0.75,1,1,0.99
9,2420,89.8,25,0.21,1,10,0.31
0,162,3.31,1,0.82,0,7,0.5
4,463,24.65,10,0.63,0,6,0.69
3,1445,21.33,8,0.64,0,2,0.95
5,382,6.96,9,0.55,1,8,0.44
8,1984,69.34,29,0.15,1,11,0.22
3,1385,3.67,9,0.47,1,2,0.43
3,1491,23.95,4,0.66,1,1,0.98
4,1232,0.79,5,0.75,0,5,0.61
13,3407,99.01,20,0.04,1,6,0.22
6,967,8.7,9,0.58,0,4,0.92
5,438,3.23,3,0.68,0,8,0.56
5,807,22.85,7,0.31,0,5,0.78
6,1326,14.43,3,0.82,0,6,0.73
9,3906,90.94,14,0.03,1,5,0.36
1,591,10.16,7,0.54,0,1,0.63
2,555,7.09,7,0.76,0,1,0.43
4,924,12.0,4,0.93,1,7,0.92
3,938,0.53,10,0.92,0,4,0.61
3,1494,13.36,9,0.7,0,1,0.52
0,880,2.7,10,0.24,0,1,0.88
13,2971,56.58,27,0.06,1,9,0.29
5,210,3.09,1,0.64,0,5,0.91
4,949,21.73,2,0.82,1,7,0.89
2,781,7.92,10,0.56,1,3,0.81
1,748,15.84,1,0.52,0,8,0.87
1,825,13.79,7,0.44,0,3,0.82
5,1377,18.75,10,0.35,1,7,0.75
0,1264,4.5,5,0.6,1,6,0.81
5,2652,43.48,30,0.24,0,11,0.44
2,232,15.42,6,0.6,1,5,0.59
2,1306,6.19,5,0.49,1,6,0.68
1,663,3.47,4,0.82,1,1,0.7
3,467,16.59,5,0.24,1,7,0.84
1,1284,3.41,10,0.43,0,0,0.51
2,1140,15.63,1,0.6,1,7,0.96
3,482,21.02,6,0.44,0,6,0.41
6,407,6.42,7,0.39,1,0,0.74
2,497,10.54,1,0.45,0,0,1.0
7,3713,52.13,10,0.06,0,6,0.47
6,472,6.96,9,0.75,1,0,0.77
12,3215,86.26,8,0.06,1,10,0.45
3,1361,2.78,7,0.51,1,8,0.6
2,684,17.15,6,0.51,1,4,0.66
2,511,13.18,10,0.28,0,8,0.66
0,399,6.07,8,0.72,1,2,1.0
14,2490,36.48,22,0.16,1,10,0.37
4,672,1.74,9,0.55,0,2,0.65
4,259,5.92,2,0.31,1,6,0.59
6,534,0.42,8,0.67,0,6,0.94
5,340,14.38,8,0.41,0,3,0.46
8,3588,41.06,8,0.23,1,11,0.29
1,1216,3.48,3,0.89,0,4,0.76
4,332,22.88,9,0.26,0,0,0.72
0,831,3.29,4,0.84,0,4,0.93
8,1906,94.83,30,0.12,0,11,0.26
0,370,14.56,8,0.58,1,8,0.67
13,1263,74.75,8,0.24,0,6,0.22
7,2978,30.87,23,0.23,0,11,0.35
5,272,14.64,4,0.91,1,2,0.53
4,1421,17.97,5,0.59,1,0,0.92
6,1304,24.76,8,0.85,1,7,0.53
0,1262,14.51,8,0.43,1,3,0.98
8,3038,34.67,26,0.07,1,6,0.52
1,1122,11.92,5,0.5,1,8,0.84
3,578,13.74,5,0.35,1,2,0.43
15,3943,58.92,9,0.04,1,5,0.54
3,571,10.46,8,0.39,1,4,0.51
3,1333,10.85,3,0.29,0,0,0.62
5,143,10.53,8,0.93,1,6,0.77
5,701,2.29,9,0.38,0,6,0.54
5,1372,23.15,5,0.67,0,6,0.92
6,873,20.11,1,0.55,0,0,0.91
1,760,22.57,9,0.32,1,8,0.7
5,922,4.05,10,0.88,0,6,0.88
4,1042,10.61,10,0.33,0,7,0.45
6,1237,4.08,10,0.92,0,8,0.49
3,1287,9.66,8,0.79,1,5,0.98
6,1381,22.4,2,0.59,1,8,0.72
2,223,23.05,3,0.85,0,0,0.41
5,624,0.22,10,0.66,1,3,0.99
6,1483,13.25,6,0.46,1,1,0.41
4,1476,17.9,1,0.6,1,6,0.47
4,288,12.75,3,0.6,0,4,0.45
2,1236,18.65,9,0.5,0,3,0.44
5,959,6.41,7,0.83,1,2,0.79
2,1481,7.21,10,0.5,1,2,0.79
2,667,15.09,4,0.43,1,1,0.65
5,664,12.6,2,0.27,1,1,0.83
3,1272,16.67,1,0.8,1,3,0.6
6,210,9.14,9,0.23,0,3,0.74
1,207,5.59,6,0.69,1,7,0.76
6,813,1.22,2,0.35,1,6,0.52
0,1070,15.6,3,0.82,1,4,0.55
3,917,10.75,5,0.49,0,0,0.85
1,1346,24.36,10,0.67,1,3,0.42
1,866,20.97,10,0.31,1,3,0.62
4,1243,21.73,10,0.89,1,4,0.42
5,2062,51.11,24,0.12,1,8,0.13
5,116,9.36,5,0.73,0,7,0.94
2,696,14.29,9,0.5,0,3,0.96
4,648,0.63,8,0.83,0,8,0.7
12,2801,24.37,27,0.09,0,9,0.38
3,1254,8.78,1,0.39,1,8,0.99
0,482,8.95,2,0.61,1,5,0.85
3,647,4.23,4,0.37,0,7,0.63
0,1322,23.44,8,0.77,0,2,0.7
2,1076,11.57,2,0.81,0,4,0.47
8,2834,34.49,17,0.21,1,8,0.51
5,1520,94.48,12,0.17,1,6,0.4
5,377,3.32,9,0.61,0,2,0.92
12,2228,35.41,12,0.17,1,9,0.24
4,451,6.77,2,0.9,0,7,0.96
11,1708,63.25,28,0.1,0,12,0.24
0,761,20.52,1,0.23,0,2,0.73
2,749,22.56,3,0.29,0,8,0.67
5,861,17.76,3,0.61,1,7,0.91
2,764,21.98,4,0.93,0,8,0.78
5,422,15.21,7,0.21,1,2,0.62
3,940,7.79,8,0.41,0,6,0.85
5,1023,17.96,5,0.7,0,8,0.64
2,846,12.49,6,0.51,1,5,0.41
3,1008,9.31,10,0.54,1,7,0.86
8,3657,72.34,19,0.01,1,7,0.36
5,171,19.88,1,0.28,0,8,0.65
6,1225,12.66,5,0.39,0,3,0.57
2,1453,12.71,8,0.25,1,7,0.69
4,428,4.74,1,0.61,1,3,0.48
0,525,24.92,10,0.64,1,1,0.42
0,1151,6.06,8,0.35,0,1,0.43
2,183,13.58,7,0.45,0,1,0.8
1,685,1.16,10,0.86,1,2,0.57
4,489,24.82,3,0.45,1,0,0.93
6,406,13.37,2,0.78,1,0,0.77
5,1946,26.53,30,0.23,0,11,0.22
2,1478,23.7,4,0.91,1,5,0.48
3,476,24.2,2,0.48,1,8,0.92
1,505,22.41,2,0.62,0,5,0.87
7,2291,51.1,18,0.2,1,6,0.33
13,3152,25.79,21,0.05,0,9,0.34
5,293,23.05,10,0.39,0,8,0.5
0,939,4.01,1,0.79,0,7,0.57
3,149,18.02,4,0.89,0,3,0.76
4,654,17.08,2,0.33,0,0,0.75
3,672,24.76,9,0.53,1,8,0.86
6,3576,43.75,30,0.22,1,8,0.41
4,752,16.02,7,0.95,0,1,0.84
2,1444,19.36,1,0.59,1,3,0.47
5,587,2.98,4,0.37,0,7,0.71
5,1058,18.42,4,0.72,0,7,0.53
5,1015,24.7,8,0.3,0,6,0.74
6,928,10.33,6,0.36,0,3,0.89
4,716,13.38,3,0.76,1,6,0.5
3,877,4.04,4,0.43,1,6,0.53
4,266,14.46,10,0.3,0,0,0.91
2,909,2.27,3,0.31,1,7,0.44
4,742,19.37,9,0.85,0,2,0.83
0,1401,3.88,3,0.43,0,7,0.94
2,686,14.89,5,0.48,1,7,0.66
3,174,12.84,4,0.41,0,6,0.42
5,184,7.67,5,0.62,1,3,0.49
3,985,7.55,8,0.64,0,4,0.5
5,317,21.79,5,0.46,1,1,0.82
2,950,21.74,7,0.82,1,6,0.99
3,1422,13.28,7,0.92,0,4,0.69
4,1059,11.23,7,0.69,1,8,0.59
8,2639,29.92,28,0.09,1,8,0.13
4,506,14.47,7,0.87,1,1,0.41
6,328,24.7,10,0.31,1,6,0.79
10,2994,75.98,27,0.09,0,8,0.55
1,372,23.76,3,0.31,1,7,0.56
0,756,2.68,7,0.62,0,3,0.86
6,764,2.7,7,0.69,0,6,0.54
13,3366,65.13,23,0.24,0,5,0.13
0,1073,20.46,6,0.74,0,7,0.44
6,762,15.73,4,0.98,1,3,0.54
4,528,0.42,5,0.23,1,6,0.66
5,1479,6.23,7,0.29,1,4,0.75
1,580,17.71,6,0.83,1,6,0.92
13,2087,49.62,20,0.14,1,7,0.3
5,413,6.23,2,0.23,1,2,0.46
3,1426,17.41,8,0.95,0,1,0.68
2,283,23.76,9,0.57,1,5,0.75
4,679,17.39,5,0.65,1,3,0.55
6,1407,22.67,9,0.68,0,7,0.98
3,944,23.45,4,0.27,1,1,0.78
4,609,24.5,5,0.75,0,6,0.68
11,1519,48.39,25,0.08,1,12,0.32
2,923,0.7,6,0.37,0,6,0.6
6,567,12.54,1,0.59,1,7,0.94
0,782,23.67,7,0.36,1,3,0.95
4,1323,19.91,5,0.98,0,2,0.71
3,1116,14.67,3,0.33,0,6,0.56
2,336,2.9,4,0.78,0,1,1.0
1,739,23.18,9,0.93,0,3,0.41
6,1012,8.48,3,0.68,1,0,0.65
4,975,16.71,7,0.53,0,3,0.57
5,1064,13.62,1,0.52,1,2,0.66
2,781,0.67,7,0.45,0,4,0.93
6,1176,6.25,7,0.25,0,0,0.61
1,299,20.29,7,0.32,0,1,0.71
2,1080,7.64,10,0.85,1,4,0.77
8,3761,92.56,9,0.11,0,7,0.36
5,995,21.9,3,0.57,1,5,0.92
0,1267,2.02,8,0.76,0,0,0.68
2,699,1.31,9,0.68,1,1,0.97
0,863,4.16,3,0.8,0,2,0.52
6,1294,19.89,4,0.49,0,2,0.47
4,1327,3.6,8,0.78,0,0,0.83
6,705,7.55,3,0.99,1,6,0.5
1,114,4.54,5,0.77,1,3,0.53
4,725,16.2,2,0.48,1,3,0.84
5,1426,92.64,27,0.01,1,8,0.48
1,581,2.49,9,0.88,1,8,0.81
0,773,9.98,10,0.69,0,4,0.43
1,602,23.43,1,0.83,0,7,0.79
0,1062,20.47,4,0.49,1,8,0.56
8,1343,79.88,10,0.17,1,6,0.51
5,1131,10.9,1,0.57,1,1,0.43
1,1011,15.89,1,0.79,0,0,0.61
2,160,1.65,4,0.94,1,5,0.78
6,1127,16.0,8,0.98,0,6,0.98
8,2578,44.5,25,0.2,1,7,0.4
4,108,18.42,2,0.85,1,0,0.42
0,1270,20.13,8,0.27,0,5,0.44
2,1444,19.59,4,0.37,0,3,0.82
5,881,9.79,9,0.53,0,6,0.41
5,3950,47.78,30,0.02,0,11,0.19
3,676,3.09,10,0.84,1,6,0.46
2,952,1.31,9,0.39,0,1,0.54
9,2511,62.93,13,0.06,1,6,0.27
1,916,13.68,5,0.83,0,8,0.41
3,992,22.09,2,0.38,0,0,0.76
5,1338,7.5,6,0.97,0,6,0.5
0,505,21.55,4,0.32,1,3,0.95
2,1079,7.4,1,0.36,1,4,0.51
2,637,9.43,1,0.64,0,6,0.62
5,1126,17.58,10,0.68,0,1,0.52
0,581,1.26,10,0.25,0,0,0.62
5,573,21.11,8,0.97,1,5,0.45
13,3472,60.6,24,0.17,0,7,0.5
6,259,1.83,6,0.53,1,3,0.43
1,898,0.96,9,0.61,1,7,0.64
0,827,0.57,6,0.36,0,7,0.48
2,1242,14.09,3,0.8,1,5,0.41
6,621,0.34,10,0.7,1,1,0.6
4,1283,23.37,6,0.29,0,2,0.6
3,1091,18.78,8,0.72,0,1,0.97
13,3848,59.67,28,0.21,1,10,0.49
4,530,9.61,6,0.39,0,2,0.66
6,999,19.91,6,0.38,0,4,0.82
1,941,9.88,3,0.3,1,7,0.73
14,3591,32.65,14,0.02,1,7,0.43
6,1289,11.75,5,0.81,0,8,0.47
6,1115,5.57,8,0.29,0,5,0.68
9,3620,54.6,9,0.11,1,11,0.39
3,981,9.76,6,0.94,1,8,0.81
4,517,14.25,4,0.66,1,0,0.95
15,2116,35.87,28,0.16,0,5,0.15
1,503,19.46,1,0.43,1,6,0.55
6,134,6.47,7,0.93,0,2,0.42
1,789,17.28,5,0.71,1,5,0.4
6,2491,90.66,9,0.09,0,5,0.11
3,923,16.08,5,0.55,1,2,0.43
1,1433,1.64,10,0.55,0,6,0.98
2,138,11.6,7,0.35,1,8,0.83
10,1630,53.87,9,0.2,1,5,0.33
5,1187,14.92,2,0.71,1,2,0.71
1,121,2.18,1,0.46,1,7,0.96
6,1142,8.33,5,0.7,0,7,0.67
2,1395,23.01,3,0.27,0,0,0.96
4,1183,15.68,4,0.36,0,0,0.8
0,845,15.2,9,0.9,1,7,0.97
4,634,5.82,10,0.38,0,5,0.6
8,1266,87.79,17,0.02,0,10,0.22
2,604,13.34,9,0.39,0,3,0.79
5,696,9.28,7,0.78,1,5,0.84
13,3457,64.82,29,0.13,0,9,0.38
0,878,23.45,5,0.29,0,6,0.8
12,1686,45.77,28,0.06,1,7,0.29
4,269,16.64,1,0.63,0,8,0.87
1,726,14.74,4,0.9,1,0,0.79
3,1270,24.64,10,0.9,1,1,0.71
1,945,17.07,2,0.66,0,5,0.49
10,1717,55.28,30,0.17,0,11,0.48
3,257,24.09,6,0.44,0,8,0.86
1,380,22.16,6,0.61,1,7,0.99
1,351,6.41,4,0.56,0,4,0.43
2,874,24.12,10,0.23,0,2,0.99
0,424,13.67,8,0.48,0,0,0.94
4,419,20.34,4,0.33,0,4,0.95
0,1498,11.14,4,0.98,1,7,0.45
0,321,4.28,3,0.35,0,3,0.58
0,1476,3.18,1,0.79,1,4,0.47
10,3640,90.9,23,0.17,1,10,0.23
3,980,15.48,9,0.56,0,5,0.93
10,1468,78.67,8,0.2,0,8,0.3
3,123,6.23,2,0.43,0,8,0.62
7,2352,62.81,13,0.24,1,10,0.24
1,382,13.61,8,0.24,1,4,0.56
3,1397,23.68,7,0.85,1,4,0.97
3,1398,1.32,7,0.21,0,2,0.56
4,1309,11.66,4,0.83,1,8,0.77
13,2618,31.35,26,0.1,0,5,0.37
4,202,8.33,8,0.63,0,0,0.53
3,1229,16.39,9,0.42,0,7,0.57
2,1416,20.84,2,0.44,1,6,0.79
1,708,6.37,6,0.85,1,0,0.56
0,1466,9.5,2,0.7,0,2,0.8
4,773,13.53,1,0.36,1,5,0.83
4,536,8.41,1,0.93,1,2,0.56
1,1246,12.68,8,0.58,0,4,0.48
2,1230,4.47,1,0.55,0,7,1.0
1,269,6.4,9,0.45,0,1,0.46
8,3948,35.59,12,0.16,0,12,0.39
10,2392,33.44,10,0.24,1,9,0.46
3,1483,7.66,2,0.31,0,5,0.53
11,3019,57.88,9,0.12,0,8,0.54
0,723,6.58,10,0.75,0,2,0.7
2,938,23.16,1,0.71,0,8,0.81
3,925,1.2,5,0.89,1,3,0.6
4,733,2.4,2,0.54,0,5,0.52
4,1245,14.07,4,0.99,1,1,0.74
6,489,2.1,7,0.64,1,5,0.67
14,1655,90.6,30,0.2,1,8,0.22
1,282,6.96,4,0.96,1,2,0.4
0,1183,15.92,10,0.42,1,7,0.82
1,987,9.66,3,0.7,1,3,0.46
0,738,22.52,4,0.37,0,2,0.86
7,2381,87.78,28,0.0,0,11,0.37
3,1006,6.54,2,0.29,0,7,0.73
1,298,1.44,8,0.81,1,8,0.89
3,414,14.94,4,0.61,0,3,0.56
3,1485,6.63,8,0.52,1,1,0.47
1,1421,9.43,1,0.72,1,7,0.61
2,1382,8.76,2,0.39,1,1,0.79
6,556,20.08,4,0.32,1,5,0.61
0,742,22.14,6,0.86,0,5,0.87
0,876,21.82,4,0.55,1,2,0.84
1,507,7.56,4,0.75,1,0,0.72
6,584,15.57,1,0.76,0,7,0.62
2,336,10.86,3,0.63,1,3,0.79
6,1260,21.48,2,0.71,0,7,0.6
4,745,6.92,4,0.57,0,5,0.49
4,752,19.7,4,0.89,0,6,0.98
5,757,7.65,3,0.9,0,8,0.5
4,276,17.52,1,0.51,1,8,0.65
8,3118,31.38,17,0.02,1,11,0.21
6,1326,55.51,12,0.05,0,9,0.22
2,1156,8.25,5,0.54,1,0,0.63
6,769,6.42,10,0.69,1,8,0.54
3,663,8.14,10,0.54,1,5,0.86
0,799,8.48,1,0.36,0,0,0.55
0,426,6.0,9,0.28,0,2,0.92
2,160,6.68,3,0.9,1,1,0.73
3,695,10.64,5,0.78,0,4,0.8
12,1563,53.29,14,0.17,0,8,0.52
6,1192,5.36,4,0.22,1,6,0.65
5,1934,86.85,30,0.05,1,5,0.54
3,1355,10.78,10,0.79,1,1,0.56
3,284,6.83,8,0.55,0,0,0.48
1,535,3.84,10,0.43,1,8,0.83
3,981,13.44,10,0.72,1,8,0.9
8,3163,36.64,18,0.17,1,7,0.5
0,1208,5.26,7,0.81,1,3,0.92
2,330,22.3,6,0.46,0,2,0.4
4,591,3.2,1,0.97,0,8,0.54
1,1015,4.41,6,0.31,0,8,0.41
5,1343,4.03,10,0.4,0,0,0.44
6,110,18.18,6,0.32,1,6,0.65
6,1005,5.54,3,0.34,0,6,0.56
5,197,24.63,5,0.9,0,8,0.83
1,1435,13.09,2,0.53,1,2,0.78
5,756,18.8,4,0.58,1,4,0.84
15,2239,83.92,8,0.21,1,11,0.51
2,694,6.66,2,0.89,1,8,0.75
4,1335,12.8,6,0.62,0,8,0.75
6,254,24.4,10,0.84,1,4,0.52
1,543,22.85,1,0.96,0,8,0.89
3,501,22.7,9,0.91,1,3,0.85
1,1470,6.89,2,0.78,1,4,0.67
5,2807,35.83,22,0.17,0,12,0.45
3,245,4.33,10,0.83,1,5,0.96
1,325,20.01,9,0.24,1,8,0.88
4,1123,5.48,4,0.45,1,6,0.98
4,932,14.29,7,0.99,1,7,0.89
6,548,12.78,3,0.23,1,1,0.48
15,2951,88.56,11,0.24,0,12,0.14
0,938,20.31,4,0.43,1,3,0.74
6,891,2.92,3,0.89,0,6,0.63
4,1069,11.18,5,0.32,0,5,0.5
4,1019,9.97,9,0.81,0,7,0.5
1,376,22.79,3,0.81,0,4,0.8
4,178,9.65,1,0.85,1,5,0.86
6,1341,19.9,3,0.94,0,6,0.78
0,595,9.97,1,0.55,1,7,0.45
3,438,18.86,9,0.74,1,6,0.46
0,1070,18.91,2,0.34,0,5,0.65
4,950,20.27,2,0.28,0,8,0.72
6,161,16.63,3,0.26,1,7,0.6
11,3233,45.34,30,0.12,0,7,0.31
1,1118,0.35,2,0.26,0,4,0.62
13,3770,77.21,19,0.19,0,6,0.21
